ts_code,chairman,manager,secretary,reg_capital,setup_date,province,city,introduction,main_business,business_scope,employees
002472.SZ,吴长鸿,MIN ZHANG(张民),陈海霞,84993.4492,20050825,浙江,台州市,"浙江双环传动机械股份有限公司(股票代码:002472)由原玉环县振华齿轮厂发展而来,创建于1980年,并于2010年9月在深圳交易所公开上市。公司总部位于浙江省杭州市,下辖浙江事业部、江苏双环、嘉兴双环、机械研究院、重庆神箭和山东环盛等生产制造基地。公司发展至今已有三十多年的历史。三十多年来,公司始终专注于机械传动齿轮的研发、设计、制造与销售,形成涵盖传统汽车、电动汽车、高铁轨道交通、非道路机械、摩托车及沙滩车、电动工具及工业机器人等多个领域门类齐全的产品结构,已经成为全球具有相当生产规模和实力的主要齿轮散件专业制造企业之一。公司始终依托“专业化大生产”模式,本着“好一点,好很多”的核心价值观,持续改善、锐意进取。在硬件设备上不断投入与升级,拥有全自动“滚-倒-剃”齿轮加工生产线,生产数控化覆盖率达到95%以上,并配有国际领先的检验、测量和试验设备;在软件能力上持续改进与提升,坚持20年推进精益化生产(TPS)与精细化管理,深入推进信息化建设,全面实施国际标准化质量管理体系。",传动用齿轮及齿轮零件的生产与销售,一般项目：汽车零部件研发；机械设备研发；机电耦合系统研发；轴承、齿轮和传动部件制造；齿轮及齿轮减、变速箱制造；汽车零部件及配件制造；高铁设备、配件制造；轴承、齿轮和传动部件销售；齿轮及齿轮减、变速箱销售；轨道交通专用设备、关键系统及部件销售；风力发电机组及零部件销售；金属材料销售；金属矿石销售；有色金属合金销售；非居住房地产租赁；园区管理服务；餐饮管理；货物进出口；技术进出口（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。许可项目：餐饮服务；食品经营管理（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。,8982
301596.SZ,卢晓蓉,刘兰,刘兰,10803.142,20090206,四川,成都市,成都瑞迪智驱科技股份有限公司创立于2009年，是一家致力于自动化设备动力传动与制动系统关键零部件研发、生产与销售的高新技术企业。公司产品包括精密传动件、电磁制动器和谐波减速机等，广泛应用于机器人、自动化生产线、电梯、风电、数控设备、起重机、塔吊、电动叉车、自动化立体停车库、高空平台车等自动化设备和高端装备制造领域。产品面向国内外销售，与全球多个行业头部和标杆企业形成了长期稳定的战略合作关系。瑞迪始终坚持以技术为先导的战略发展模式，坚持诚信的质量理念，不断打造以结果和责任为中心的高效管理 。瑞迪强调企业文化和核心价值观的影响力和渗透力，不断提高公司的凝聚力和市场的开拓能力。瑞迪的经营理念是通过向客户、市场、社会做出有价值的贡献，获得社会承认，通过技术、品质和管理的领先，赢得自身的发展和壮大。,致力于自动化设备传动与制动系统关键零部件研发、生产与销售,加工、销售普通电器机械及汽车零部件；生产、销售数控机床零部件、起重机械及配套产品；销售金属材料、工量具、矿山机械、工程机械；从事货物进出口和技术进出口的对外贸易经营业务；精密机械、机电产品、新能源产品科技开发和技术服务；农业项目开发及科技开发；项目投资（不得从事非法集资，吸收公众资金等金融活动）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,1208
301368.SZ,王友利,王友利,于玲娟,12010.0,19950423,浙江,台州市,浙江丰立智能科技股份有限公司是一家专业从事小模数齿轮、齿轮箱以及相关精密机械件等产品研发、生产与销售的高新技术企业，其主要产品包括钢齿轮、齿轮箱及零部件、精密机械件、粉末冶金制品以及气动工具等产品。目前，发行人主要产品作为重要零部件被广泛应用于电动工具、农林机械、医疗器械、智能家居、特高压电网、工业缝纫机等领域。,小模数齿轮、齿轮箱以及相关精密机械件等产品研发、生产与销售,"一般项目：智能机器人的研发；齿轮及齿轮减、变速箱制造；齿轮及齿轮减、变速箱销售；工业机器人销售；工业机器人制造；高速精密齿轮传动装置销售；锻件及粉末冶金制品制造；锻件及粉末冶金制品销售；通用设备制造（不含特种设备制造）；液压动力机械及元件制造；液压动力机械及元件销售；气压动力机械及元件制造；气压动力机械及元件销售；模具制造；模具销售；汽车零配件零售；汽车零部件及配件制造；技术进出口；货物进出口（除依法须经批准的项目外,凭营业执照依法自主开展经营活动）。（分支机构经营场所设在:浙江省台州市黄岩区院桥镇三丰路 1 号）。",1074
000837.SZ,马旭耀,刘金勇,李静,102314.5837,19980710,陕西,宝鸡市,"秦川机床工具集团股份公司是一家齿轮磨床企业.其主要产品有机床类、进出口贸易和原材料贸易等.公司作为国家唯一定点生产磨齿机的企业,精密磨齿机已经形成七大系列产品,磨齿机产量占国内企业总产量的75%左右,价值份额在50%左右.是国家级企业技术中心和国家级高新技术企业,也是我国齿轮磨床的龙头企业.2010年,公司又成功申报2011年国家科技重大专项2项(""高效、精密齿轮、齿圈磨齿机""、""数控螺旋锥齿轮磨床"");陕西省13115科技创新工程项目1项(""YK39250大规格数控高效内齿轮铣齿机研制、大型数控圆锥齿轮铣齿机"").公司""适用于大批量精密齿轮磨削的数控蜗杆砂轮磨齿机技术及产品""项目获得""国家工业大奖项目表彰奖"",重大专项产品""大型数控圆锥齿轮磨齿机""获得了""第十二届中国国际工业博览会""最高奖--金奖。",精密数控机床、塑料机械、精密齿轮件、液压件、液压系统及电梯曳引机。,通用及专用设备制造；黑色及有色金属加工；汽车零部件及配件制造；铁路、船舶、航空航天和其他运输设备的配件制造；金属制品；塑料制品；计算机、通信和其他电子设备制造；仪器仪表制造；软件和信息技术服务业；机械和设备修理；融资租赁；道路货物运输；投资与咨询服务；货物、技术的进出口经营（国家禁止和限制的货物、技术除外）及代理业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,9203
603728.SH,常建鸣,常建鸣,温治中,41888.25,19980707,上海,上海市,上海鸣志电器股份有限公司，作为运动控制产品综合制造商，始终秉持对专业应用技术和国际化科学管理手段的追求。专注于运动控制、智能LED照明控制和工业设备管理的关键部件制造。与全球30多家国际性公司合作，为客户提供创造性的解决方案和高效、节能、环保的高质量产品。,控制电机及其驱动系统、LED智能照明控制与驱动产品、设备状态管理产品和系统、电源电控产品的研发、制造与销售;继电器代理贸易,一般项目：电机制造；电机及其控制系统研发；微特电机及组件制造；微特电机及组件销售；机械电气设备制造；机械电气设备销售；工业自动控制系统装置制造；工业自动控制系统装置销售；变压器整流器和电感器制造；软件开发；软件销售；信息化、自动化和智能化技术应用领域内的技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；电子元器件批发；电力电子元器件销售；采购代理服务；非居住房地产租赁。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：货物进出口；技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）,3906
300660.SZ,苏达,"华荣伟,苏达",殷成龙,58127.7512,20060429,江苏,常州市,江苏雷利电机股份有限公司是一家具有广泛影响力的微电机产品研发设计、生产制造型中国企业。政府及行业荣誉:2010年AAA级信用等级;2010年2010-2012年度“江苏质量诚信企业”;2011年常州市名牌产品·雷利牌步进电机;2011年常州市名牌产品·雷利牌排水电机;2011年计量合格确认证书;2012年质量创新成果组织奖;2012年江苏省五星级数字企业;2013年江苏省民营科技企业;2013年江苏省认定企业技术中心;2013年江苏省著名商标;2014年微特电机行业工作先进单位;2014年江苏省管理创新优秀企业;2015年2014年江苏省信息化与工业化融合转型升级示范企业。,公司主要从事家用电器微特电机及智能化组件的研发、生产与销售。,一般项目：伺服控制机构制造；伺服控制机构销售；电机制造；电机及其控制系统研发；微特电机及组件制造；微特电机及组件销售；泵及真空设备销售；泵及真空设备制造；风机、风扇制造；风机、风扇销售；汽车零部件及配件制造；汽车零部件研发；机械电气设备制造；机械电气设备销售；模具制造；模具销售；技术进出口；知识产权服务（专利代理服务除外）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,4417
002979.SZ,李卫平,李卫平,向少华,31496.6247,20070109,广东,深圳市,深圳市雷赛智能控制股份有限公司是智能装备运动控制领域的知名品牌和行业领军企业。自1997年成立以来，雷赛一直以“聚焦客户关注的挑战和压力，提供有竞争力的运动控制产品与解决方案，持续为客户创造最大价值！”为企业使命，以“成就客户、共创共赢”为企业经营理念，聚焦于伺服电机驱动系统、步进电机驱动系统、运动控制卡、运动控制器等系列精品的研发、生产、销售和服务，并通过锲而不舍、点点滴滴的持续努力来成就客户梦想和实现共同成长。经过二十二年如一日的产品创新、市场开拓和应用服务，雷赛已经成为产销规模先进的运动控制产品和解决方案提供商。由于雷赛产品兼具稳定可靠和性能优越的双重优势，在电子、机器人、机床、激光、医疗、纺织等行业获得上万家优秀设备厂家的长期使用，且远销美国、德国、印度等60多个国家。,为智能制造装备业提供运动控制核心部件及行业运动控制解决方案。,驱动器、电机、运动控制系统及组件、专用控制系统的技术开发、生产、销售；工业自动化装置和仪表、微电脑系统软硬件、计算机软件的技术开发和销售，其他国内贸易（不含专营、专控、专卖商品及限制项目）；经营进出口业务。在深圳市南山区西丽街道松白公路百旺信工业区五区 22 栋 1-5 层设有经营场所从事生产经营活动。,1580
688320.SH,王项彬,徐晓杰,徐建明,15101.3668,20111122,浙江,衢州市,禾川科技是一家技术驱动的工业自动化控制核心部件及整体解决方案提供商，主要从事工业自动化产品的研发、生产、销售及应用集成。公司自设立起即以成为最具价值的工业自动化核心部件及方案提供商为使命，秉承“创新、诚信、服务”的核心价值观，通过核心技术及核心部件自主研发、国产产业链自主整合、优质终端客户自主开拓，力争成为一家在技术和产品领域具有全球竞争力的工业自动化企业，助力中国制造业的转型升级。,工业自动化控制产品的研发、生产、销售及应用集成,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；工业自动控制系统装置制造；工业自动控制系统装置销售；工业控制计算机及系统制造；工业控制计算机及系统销售；智能机器人的研发；智能机器人销售；工业机器人制造；工业机器人销售；工业机器人安装、维修；电机制造；电机及其控制系统研发；软件开发；机械设备研发；机械设备销售；机械电气设备制造；机械电气设备销售；其他通用仪器制造；电力电子元器件制造；电力电子元器件销售；物联网技术研发；物联网设备制造；智能基础制造装备制造；智能基础制造装备销售；配电开关控制设备研发；配电开关控制设备制造；配电开关控制设备销售；机床功能部件及附件制造；机床功能部件及附件销售；智能控制系统集成；汽车零部件及配件制造；电动机制造；光伏设备及元器件制造；光伏设备及元器件销售；以自有资金从事投资活动；货物进出口；技术进出口(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。(依法须经批准的项目，经相关部门批准后方可开展经营活动),1631
688160.SH,唐咚,唐咚,刘耘,9083.2206,20081209,上海,上海市,"上海步科自动化股份有限公司一直专注于工业自动化设备控制核心部件与工业物联网/互联网软硬件的研发、生产、销售以及相关技术服务，并为客户提供设备自动化控制、数字化工厂及工业互联网解决方案，是中国领先的机器自动化与工厂智能化解决方案供应商。
公司的自动化设备控制核心部件主要包括工业人机界面、伺服系统、步进系统、可编程逻辑控制器、变频器等，且广泛应用于物流设备、机器人、包装设备、食品设备、服装设备、医疗设备、环保设备，轨道交通设备等自动化设备行业。工业物联网/互联网软硬件产品主要包括现场智能终端、网关、数据采集器、SaaS软件、数据中心等，主要应用于食品、服装等行业的数字化工厂建设与产销协同制造领域。","工业自动化设备控制核心部件与工业物联网/互联网软硬件的研发、生产、销售以
及相关技术服务，并为客户提供设备自动化控制、数字化工厂及工业互联网解决
方案",工业自动化电气产品及其软件的研发、销售及相关的技术服务。（企业经营涉及行政许可的，凭许可证件经营）。,1081
300124.SZ,朱兴明,朱兴明,宋君恩,270760.3944,20030410,广东,深圳市,"深圳市汇川技术股份有限公司自成立以来始终专注于电机驱动与控制、电力电子、工业网络通信等核心技术,坚持技术营销与行业营销,坚持为细分行业提供“工控+工艺”的定制化解决方案及进口替代的经营策略,实现企业价值与客户价值共同成长。经过15年的发展,公司已经从单一的变频器供应商发展成机电液综合产品及解决方案供应商。目前公司主要产品包括:①服务于智能装备领域的工业自动化产品,包括各种变频器、伺服系统、控制系统、工业视觉系统、传感器、高性能电机、高精密丝杠等核心部件及机电液一体化解决方案;②服务于工业机器人领域的核心部件、整机及解决方案,包括机器人专用控制系统、伺服系统、视觉系统、高精密丝杠、SCARA机器人、六关节机器人等;③服务于新能源汽车领域的动力总成产品,包括各种电机控制器、辅助动力系统、高性能电机、DC/DC电源及动力总成系统等;④服务于轨道交通领域的牵引与控制系统,包括牵引变流器、辅助变流器、高压箱、牵引电机和TCMS等;⑤服务于设备后服务市场的工业互联网解决方案,包括工业云、应用开发平台、智能硬件、信息化管理平台等。公司产品广泛应用于新能源汽车、电梯、空压机、工业机器人/机械手、3C制造、锂电池、起重、机床、金属制品、电线电缆、塑胶、印刷包装、纺织化纤、建材、冶金、煤矿、市政、轨道交通等行业。公司是专门从事工业自动化和新能源相关产品研发、生产和销售的国家高新技术企业。掌握了高性能矢量变频技术、PLC技术、伺服技术和永磁同步电机等核心平台技术。截至2017年12月31日,公司拥有已获证书的专利746项,其中发明专利229项,实用新型专利413项,外观专利104项。公司2017年新增发明专利47项,新增实用新型专利46项,新增外观专利23项。",工业自动化控制产品的研发、生产和销售,一般项目：工业自动控制系统装置制造；工业自动控制系统装置销售； 工业控制计算机及系统制造；工业控制计算机及系统销售；智能机器人研发；智能机器人销售；工业机器人制造；工业机器人销售；工业机器人安装、维修； 电机及其控制系统研发；虚拟现实设备制造；输配电及控制设备制造；电机制造；机械电气设备制造；机械设备研发；机械设备销售；其他通用仪器制造；电力电子元器件制造；物联网技术研发；软件开发；物联网设备制造；互联网设备制造；工业互联网数据服务； 智能基础制造装备制造；智能基础制造装备销售；配电开关控制设备制造；配电开关控制设备销售；配电开关控制设备研发；机械电气设备销售；电力电子元器件销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；货物进出口；技术进出口；企业总部管理；以自有资金从事投资活动；自有资金投资的资产管理服务；非居住房地产租赁（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。许可项目：电气安装服务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）。,27292
