ts_code,company_name,date,source,title,text,stage_hit,weak
002708.SZ,光洋股份,20251015,互动易,目前公司产品在汽车领域与机器人领域，是如何布局规划的？,目前公司产品在汽车领域与机器人领域，是如何布局规划的？ | 您好，公司秉行立足汽车、走出汽车的发展战略。立足汽车方面，公司始终坚定国产化替代与新能源汽车的战略方向，致力于向中高端、电动化、智能化、轻量化等方向转型升级；走出汽车方面，机器人是最主要的支点，公司充分运用在汽车零部件产品的技术、质量与量产管理优势，并通过资本和业务层面加大与机器人行业相关企业合作，密切关注行业技术发展趋势，聚焦机器人关节模组和感应模组相关零部件，同时加强集成化产品的研发制造。感谢您的关注！,True,False
002708.SZ,光洋股份,20251013,互动易,请问贵公司是否有产品交付机器人公司？或者即将交付？,请问贵公司是否有产品交付机器人公司？或者即将交付？ | 您好，公司半年报中已经做了相关项目的信息披露。公司积极布局机器人业务，加大机器人用关节模组、减速器及轴承、齿轮、PCB等产品的研发和业务拓展，多款产品已经量产，部分产品正在验证阶段，谢谢。,True,False
002708.SZ,光洋股份,20251013,互动易,请问贵公司是否有机器人相关产品？,请问贵公司是否有机器人相关产品？ | 您好，公司积极布局机器人业务，聚焦机器人关节模组和感应模组相关零部件的研发制造。公司产品序列包括各类标准轴承、交叉滚子轴承、行星齿轮、滚珠丝杠、行星滚柱丝杠及电路板产品都可适用于机器人，各类减速器、关节模组和感应模组均可适配，谢谢。,False,False
002708.SZ,光洋股份,20251010,互动易,看到黄山建投官网报道的贵公司在黄山基地的6000万套人形机器人项目一期已经于9月29日顺利封顶，预计年底完成设备调试，明年上半年正式投产，请问：一期项目预计产值多少？达产后的产能能满足公司的快速增长的订单需求吗？,看到黄山建投官网报道的贵公司在黄山基地的6000万套人形机器人项目一期已经于9月29日顺利封顶，预计年底完成设备调试，明年上半年正式投产，请问：一期项目预计产值多少？达产后的产能能满足公司的快速增长的订单需求吗？ | 您好，公司黄山建设项目“年产6000万套高端新能源汽车及机器人用精密零部件”，主要用于生产传动系统零部件，包括轴承、齿轮及空心轴类产品，适配电驱动系统、线控底盘中各类减速器模组及机器人关节模组等领域。项目一期达产后，预计产值10亿元，能够满足公司的订单需求，感谢您的关注！,True,False
002708.SZ,光洋股份,20251006,互动易,尊敬的董秘您好，近期公司发布多条公告，落实之前提到的“产业”与“资本”相结合的人形机器人发展战略。作为众多股东的一员，对公司未来发展非常期待。国庆假期期间，特斯拉公布人形机器人Optimus量产计划和最新“习武”视频，引发大量关注和热议。目,尊敬的董秘您好，近期公司发布多条公告，落实之前提到的“产业”与“资本”相结合的人形机器人发展战略。作为众多股东的一员，对公司未来发展非常期待。国庆假期期间，特斯拉公布人形机器人Optimus量产计划和最新“习武”视频，引发大量关注和热议。目前投资者比较关注“摆线针轮减速器”技术。相比谐波减速器，它更适合高负载场景，但加工精度要求较高导致成本偏高。请问公司是否具备“摆线针轮减速器”的生产能力？谢谢 | 您好，公司在减速器行业布局多年，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家。公司具备摆线针轮减速器等相关核心部件的研发和生产能力，和国内某客户有合作，谢谢。,True,False
002708.SZ,光洋股份,20250927,互动易,董秘你好，今年以来PCB产家均大赚，贵公司也有相关业务，为什么公司毛利为-17%左右，是什么原因导致公司的此项还是亏损？全球能生产FPC和RFPC的企业不足十家，贵公司就是其中之一，贵公司是否抓住国产替代的机会，得到更多国内企业订单来改善亏,董秘你好，今年以来PCB产家均大赚，贵公司也有相关业务，为什么公司毛利为-17%左右，是什么原因导致公司的此项还是亏损？全球能生产FPC和RFPC的企业不足十家，贵公司就是其中之一，贵公司是否抓住国产替代的机会，得到更多国内企业订单来改善亏损的局面，做到两线增长的局面。 | 您好，毛利主要是受战略性业务投入及产能爬坡等多重因素影响。目前公司线路板业务增量明显，四季度会有较大改善。公司FPC及RFPC产品以高多层Anylayer 的HDI产品为主，产品应用覆盖智能手机、AI眼镜等智能穿戴、平板电脑、汽车电子、机器人感应模组等领域。当前业务以海外终端客户为主，包括S客户、M客户、A客户等，均为市场头部企业，随着客户端份额不断提升，战略性投入的AI眼镜等项目逐步量产，以及国内市场的突破，公司FPC板块盈利能力将持续改善。感谢您的关注！,True,False
002708.SZ,光洋股份,20250923,互动易,董秘你好，看到您之前的答复说，下半年机器人业务订单快速增长。您的所谓快速，是增长50-100%还是100-200%，亦或是更高。看了公司半年报披露的毛利达到了25%以上。随着轴承及丝杆等机器人产品的放量，毛利是否还会继续提高？如果提高那三季,董秘你好，看到您之前的答复说，下半年机器人业务订单快速增长。您的所谓快速，是增长50-100%还是100-200%，亦或是更高。看了公司半年报披露的毛利达到了25%以上。随着轴承及丝杆等机器人产品的放量，毛利是否还会继续提高？如果提高那三季报业绩是否会大幅度的增加？谢谢！ | 您好，具体业绩情况请以公司届时披露的定期报告为准，谢谢。,True,False
002708.SZ,光洋股份,20250923,互动易,公司产品涉足 军工、储能等领域么？,公司产品涉足 军工、储能等领域么？ | 您好，公司专注于各类新能源与燃油汽车精密零部件、高端工业装备、智能机器人零部件及电子线路板、电子元器件的研发、生产与销售。公司轴承产品通过变速器主机厂或整车厂与相关车辆进行配套，公司产品暂不涉及储能领域，感谢您的关注！,False,False
002708.SZ,光洋股份,20250922,互动易,请问公司线路板是否可应用于手机、智能穿戴、电脑等消费电子。,请问公司线路板是否可应用于手机、智能穿戴、电脑等消费电子。 | 您好，公司线路板业务主要研发制造应用于消费电子和新能源汽车中各类FPCB板，产品种类覆盖单双面FPC到12层Anylayer RFPC等各种产品叠构，产品应用方面完全覆盖到智能手机、AI眼镜等智能穿戴、平板电脑、汽车电子、机器人感应模组等领域。,False,False
002708.SZ,光洋股份,20250912,互动易,您好，董秘，光洋股份为机器人供应的精密轴承（如交叉滚子轴承）、关节模组等核心部件，在实际应用中（如宇树科技四足机器人、智元服务机器人）的寿命、精度达标率如何？是否经过极端工况（如高负载、连续运转）验证？,您好，董秘，光洋股份为机器人供应的精密轴承（如交叉滚子轴承）、关节模组等核心部件，在实际应用中（如宇树科技四足机器人、智元服务机器人）的寿命、精度达标率如何？是否经过极端工况（如高负载、连续运转）验证？ | 您好，公司目前与头部机器人公司合作的产品表现良好。公司机器人零部件产品，凭公司在高端材料研究、精密制造和全面测试体系，以及公司在量产经验和质量一致性管理能力等方面的优势，在寿命、精度和可靠性上已达到行业先进水平，完全能够满足机器人等领域的需求，谢谢。,True,False
002708.SZ,光洋股份,20250912,互动易,你好，董秘，随着 2025 年人形机器人量产加速（如小鹏 Iron、逐际动力等机型落地），光洋股份针对人形机器人的订单量是否有明确增长预期？当前已获 “量产定点” 的关节模组齿轮项目，2025 年下半年预计贡献多少收入？,你好，董秘，随着 2025 年人形机器人量产加速（如小鹏 Iron、逐际动力等机型落地），光洋股份针对人形机器人的订单量是否有明确增长预期？当前已获 “量产定点” 的关节模组齿轮项目，2025 年下半年预计贡献多少收入？ | 您好，公司通过资本与产业双向合作的方式，加速开发人形机器人市场，下半年开始公司人形机器人相关订单迅速增长，公司积极布局相关产能进行匹配，具体进展公司会及时公告，感谢您的关注！,True,False
002708.SZ,光洋股份,20250912,互动易,你好董秘，光洋股份在工业机器人（如埃斯顿、新松合作）、服务机器人（智元）、人形机器人（宇树、小鹏）等不同赛道的布局中，哪个赛道的增长潜力被列为优先项？各赛道的产品收入占比目前是多少？,你好董秘，光洋股份在工业机器人（如埃斯顿、新松合作）、服务机器人（智元）、人形机器人（宇树、小鹏）等不同赛道的布局中，哪个赛道的增长潜力被列为优先项？各赛道的产品收入占比目前是多少？ | 您好，公司积极布局机器人项目的研发和市场拓展，密切关注各赛道的发展趋势，聚焦机器人关节模组和感应模组相关零部件的研发制造，各类型机器人均可适配，公司将根据市场发展趋势随时作出市场策略调整。谢谢！,False,False
002708.SZ,光洋股份,20250912,互动易,你好，董秘，光洋股份黄山基地（年产 6000 万套机器人精密零部件）目前的产能爬坡进度如何？机器人部件的良率是否已达到行业主流水平（如 95% 以上）？产能释放是否能匹配客户未来 1-2 年的需求增长？,你好，董秘，光洋股份黄山基地（年产 6000 万套机器人精密零部件）目前的产能爬坡进度如何？机器人部件的良率是否已达到行业主流水平（如 95% 以上）？产能释放是否能匹配客户未来 1-2 年的需求增长？ | 您好，公司黄山基地建设项目主要用于生产传动系统零部件，包括轴承、齿轮及空心轴类产品，适配电驱动系统、线控底盘中各类减速器模组及机器人关节模组等领域，目前正在开展厂房地基施工建设等相关工作，部分产线根据项目进度已经通过租赁厂房等方式先期进行建设；公司针对不同零部件和工艺，设定具体的关键绩效指标，顶层设计、全员参与、持续迭代系统工程，发挥公司在轴承、齿轮、电路板方面的协同优势，借助合作的机器人整机公司的产业引领，持续迭代改善，达到行业领先水平。黄山基地项目总投资额10亿元，产能足够覆盖近1-2年的需求增长，公司也将密切关注市场变化，控制好投资风险。感谢您的关注！,False,False
002708.SZ,光洋股份,20250912,互动易,你好，董秘。面对机器人技术迭代（如特斯拉 Optimus 采用无框力矩电机、谐波减速器轻量化趋势），光洋股份在核心部件研发上是否有针对性布局？2025 年研发投入中，机器人相关技术的占比是多少？,你好，董秘。面对机器人技术迭代（如特斯拉 Optimus 采用无框力矩电机、谐波减速器轻量化趋势），光洋股份在核心部件研发上是否有针对性布局？2025 年研发投入中，机器人相关技术的占比是多少？ | 您好，公司产品序列包括各类标准轴承、交叉滚子轴承、行星齿轮、滚珠丝杠、行星滚柱丝杠及电路板产品都可以用于机器人，各类减速器、关节模组和感应模组均可适配。公司也正基于自身资源优势，在资本和业务层面加大与机器人行业相关企业合作，进一步加强集成化产品的研发，根据行业技术发展趋势，做好针对性布局。具体研发投入相关情况请查阅公司已披露的定期报告相关内容，谢谢！,False,False
002708.SZ,光洋股份,20250912,互动易,你好，董秘。光洋股份机器人业务目前依赖宇树科技、智元机器人等头部客户（占比超 60%），未来是否有明确的新客户拓展计划？已进入哪些潜在客户（如其他人形机器人厂商、工业机器人新势力）的供应链验证阶段？,你好，董秘。光洋股份机器人业务目前依赖宇树科技、智元机器人等头部客户（占比超 60%），未来是否有明确的新客户拓展计划？已进入哪些潜在客户（如其他人形机器人厂商、工业机器人新势力）的供应链验证阶段？ | 您好，公司半年报中已经做了相关项目的信息披露，包括与头部公司的业务合作情况。公司非常看好人形机器人市场，多种方式积极布局拓展机器人相关业务，加大机器人用关节模组、减速器及轴承、齿轮、PCB等产品的研发和业务拓展，多款产品已经量产，部分产品正在验证阶段，具体新客户名称限于保密要求不便说明，相关业务情况请关注公司定期报告。谢谢。,True,True
002708.SZ,光洋股份,20250806,互动易,董秘您好！请问贵公司有产品应用到数控机床领域？,董秘您好！请问贵公司有产品应用到数控机床领域？ | 您好，公司专注于各类新能源与燃油汽车精密零部件、高端工业装备、智能机器人零部件及电子线路板、电子元器件的研发、生产与销售。在高端工业装备领域暂不涉及数控机床，主要是风电偏航减速机和工业机器人，涉及产品主要是行星排零部件和交叉滚子轴承，感谢您的关注!,False,False
002708.SZ,光洋股份,20250515,互动易,公司减速器/机 目前发展到什么规模？有批量销售了么,公司减速器/机 目前发展到什么规模？有批量销售了么 | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，公司在减速器行业布局多年，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家，在行星减速器和谐波减速器零部件方面积累多年经验，相关项目信息请关注定期报告披露的内容。感谢您的关注！,True,True
002708.SZ,光洋股份,20250414,互动易,请问公司开展人形机器人用高精密行星滚柱丝杠的设计与工艺关键技术研究，从研究到产出需要多久？公司有这方面的研发人才吗？,请问公司开展人形机器人用高精密行星滚柱丝杠的设计与工艺关键技术研究，从研究到产出需要多久？公司有这方面的研发人才吗？ | 您好，公司业务情况请关注定期报告相关信息，非常感谢！,False,True
002708.SZ,光洋股份,20250321,互动易,你好，贵公司深耕轴承、丝杠多年，请问在行业内都有哪些优势？谢谢,你好，贵公司深耕轴承、丝杠多年，请问在行业内都有哪些优势？谢谢 | 您好！公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家，广泛适用于有高精、低摩擦和高效需求的应用场景，感谢您的关注！,False,False
002708.SZ,光洋股份,20250321,互动易,你好，请问贵公司有没有船用轴承？谢谢,你好，请问贵公司有没有船用轴承？谢谢 | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，暂不涉及船舶制造领域，谢谢。,False,False
002708.SZ,光洋股份,20250320,互动易,董秘，您好！贵司主营业务是什么？建议贵司更名为光洋轴承，更贴切，更有辨识度和知名度。谢谢！,董秘，您好！贵司主营业务是什么？建议贵司更名为光洋轴承，更贴切，更有辨识度和知名度。谢谢！ | 您好，公司专注于各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件及电子线路板、电子元器件的研发、生产与销售，感谢您对公司的关注！,False,False
002708.SZ,光洋股份,20250314,互动易,公司产品是否有应用在船舶制造领域,公司产品是否有应用在船舶制造领域 | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，暂不涉及船舶制造领域，谢谢。,False,False
002708.SZ,光洋股份,20250313,互动易,董事长您好！请问贵公司有产品供货机器人企业吗？哪怕订单量不足公司总营收的百分之一也是个好的前景开始。谢谢,董事长您好！请问贵公司有产品供货机器人企业吗？哪怕订单量不足公司总营收的百分之一也是个好的前景开始。谢谢 | 您好，公司积极布局机器人相关业务领域，研发各类机器人关节模组适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，具体业务信息请关注定期报告披露的内容！,True,True
002708.SZ,光洋股份,20250312,互动易,请问：公司的丝杠技术是否与人形机器人产品生产有关联，或能够应用于人形机器人产品制造上？,请问：公司的丝杠技术是否与人形机器人产品生产有关联，或能够应用于人形机器人产品制造上？ | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，除汽车外，也大量适用于飞行汽车、线控执行器和机器人关节等相关领域，感谢您的关注！,False,False
002708.SZ,光洋股份,20250312,互动易,请问：公司的轴承产品是否可以使用于人形机器人产品上？谢谢！,请问：公司的轴承产品是否可以使用于人形机器人产品上？谢谢！ | 您好，公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，除汽车外，也大量适用于飞行汽车、线控执行器和机器人关节等相关领域，感谢您的关注！,False,False
002708.SZ,光洋股份,20250307,互动易,贵公司在人形机器人领域是否有涉足或者合作,贵公司在人形机器人领域是否有涉足或者合作 | 您好，公司积极布局机器人相关业务领域，研发各类机器人关节模组适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，感谢您的关注！,False,False
002708.SZ,光洋股份,20250304,互动易,公司智能机器人相关零部件业务是不是已产生收益？,公司智能机器人相关零部件业务是不是已产生收益？ | 您好！公司智能机器人RV/谐波减速器轴承项目正在顺利推进中，具体业务进展请关注定期报告披露的内容，谢谢！,False,True
002708.SZ,光洋股份,20250225,互动易,董秘好，贵公司和头部人形机器人公司的合作进展顺利吗？有没有计划开拓新的同类型客户？,董秘好，贵公司和头部人形机器人公司的合作进展顺利吗？有没有计划开拓新的同类型客户？ | 您好！有关公司项目及客户情况请关注定期报告披露的内容，谢谢！,False,True
002708.SZ,光洋股份,20250224,互动易,请问贵公司生产的减速器是否可以应用到人形机器人中,请问贵公司生产的减速器是否可以应用到人形机器人中 | 您好！公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，公司在减速器行业布局多年，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家，尤其在行星减速器和谐波减速器零部件方面积累多年经验，应用场景涵盖汽车动力系统、飞行汽车和线控执行器和机器人关节等领域。感谢您的关注！,False,False
002708.SZ,光洋股份,20250219,互动易,减速器行业涉及广泛，机器人，飞行汽车，新能源汽车都需要用到减速器，能说一下公司减速器的优势吗？,减速器行业涉及广泛，机器人，飞行汽车，新能源汽车都需要用到减速器，能说一下公司减速器的优势吗？ | 您好！公司专注于研发制造各类新能源与燃油汽车精密零部件、高端工业装备及智能机器人零部件，包括轴承、行星齿轮、空心轴以及丝杠类产品等，公司在减速器行业布局多年，是同时具备轴承、齿轮以及轴类产品研发和生产的专业厂家，尤其在行星减速器和谐波减速器零部件方面积累多年经验，是行业内最早涉足研发并进入量产的专业厂家之一，应用场景涵盖汽车动力系统、飞行汽车和线控执行器和机器人关节等领域，在轻量化、系统整合能力、台架资源以及工程化方面有显著优势。感谢您的关注！,True,False
002708.SZ,光洋股份,20250219,互动易,公司的机器人项目进展到哪一步了，今年能顺利投入量产吗？,公司的机器人项目进展到哪一步了，今年能顺利投入量产吗？ | 您好！关于公司项目进展情况请关注定期报告披露的内容。谢谢！,True,True
002708.SZ,光洋股份,20250217,互动易,董秘你好，请问贵司是否有产品用于人形机器人？,董秘你好，请问贵司是否有产品用于人形机器人？ | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，感谢您的关注！,False,False
002708.SZ,光洋股份,20250217,互动易,董秘您好！请问贵公司是否有产品用在人型机人上面,董秘您好！请问贵公司是否有产品用在人型机人上面 | 您好！公司积极布局机器人相关业务领域，研发各类机器人减速器适用的轴承、行星齿轮及雷达、摄像头等模组适用的柔性线路板（FPC）等，感谢您的关注！,False,False
